:START_ID,:END_ID,:TYPE,description:string
ABXGP0_002,ABXGP0_005,CROSS_REFERENCES,"Protein synthesis and DNA targeting antibiotics both affect cellular processes"
ABXGP0_003,ABXGP0_006,CROSS_REFERENCES,"Resistance mechanisms directly inform stewardship strategies"
ABXGP0_004,ABXGP0_006,CROSS_REFERENCES,"Evidence-based selection and stewardship share guideline-based approaches"
ABXGP0_004,ABXGP0_007,CROSS_REFERENCES,"Evidence-based selection must consider special population factors"
ABXGP0_005,ABXGP0_003,CROSS_REFERENCES,"DNA targeting antibiotics face similar resistance mechanisms"
ABXGP0_006,ABXGP0_007,CROSS_REFERENCES,"Stewardship principles apply differently to special populations"
ABXGP0_007,ABXGP0_008,CROSS_REFERENCES,"Special populations require pharmacokinetic adjustments"
ABXGP0_008,ABXGP0_009,CROSS_REFERENCES,"Pharmacokinetic principles essential for case-based decisions"
ABXGP0_001,ABXGP0_002,CONCEPTUAL_CLUSTER,"Foundational antibiotic mechanisms cluster"
ABXGP0_001,ABXGP0_005,CONCEPTUAL_CLUSTER,"Antibiotic target mechanisms cluster"
ABXGP0_002,ABXGP0_005,CONCEPTUAL_CLUSTER,"Antibiotic mechanism of action cluster"
ABXGP0_003,ABXGP0_006,CONCEPTUAL_CLUSTER,"Resistance and stewardship cluster"
ABXGP0_004,ABXGP0_006,CONCEPTUAL_CLUSTER,"Clinical decision-making cluster"
ABXGP0_004,ABXGP0_009,CONCEPTUAL_CLUSTER,"Clinical application cluster"
ABXGP0_007,ABXGP0_008,CONCEPTUAL_CLUSTER,"Pharmacological considerations cluster"
ABXGP0_006,ABXGP0_009,CONCEPTUAL_CLUSTER,"Advanced clinical practice cluster"
ABXGP0_007,ABXGP0_009,CONCEPTUAL_CLUSTER,"Complex clinical scenarios cluster"
ABXGP0_001,ABXGP0_003,DIFFICULTY_PROGRESSION,"Progress from basic structures to resistance mechanisms"
ABXGP0_002,ABXGP0_003,DIFFICULTY_PROGRESSION,"Progress from protein synthesis to resistance"
ABXGP0_003,ABXGP0_004,DIFFICULTY_PROGRESSION,"Progress from resistance to evidence-based selection"
ABXGP0_001,ABXGP0_005,DIFFICULTY_PROGRESSION,"Progress from cell envelope to DNA targeting"
ABXGP0_004,ABXGP0_006,DIFFICULTY_PROGRESSION,"Progress from selection to stewardship"
ABXGP0_005,ABXGP0_008,DIFFICULTY_PROGRESSION,"Progress from mechanisms to pharmacokinetics"
ABXGP0_006,ABXGP0_007,DIFFICULTY_PROGRESSION,"Progress from stewardship to special populations"
ABXGP0_007,ABXGP0_009,DIFFICULTY_PROGRESSION,"Progress from special populations to comprehensive cases"
ABXGP0_008,ABXGP0_009,DIFFICULTY_PROGRESSION,"Progress from pharmacokinetics to clinical integration"
ABXGP0_009,ABXGP0_004,SYNTHESIZES,"Clinical cases synthesize evidence-based selection principles"
ABXGP0_009,ABXGP0_006,SYNTHESIZES,"Clinical cases synthesize stewardship principles"
ABXGP0_009,ABXGP0_007,SYNTHESIZES,"Clinical cases synthesize special population considerations"
ABXGP0_006,ABXGP0_003,SYNTHESIZES,"Stewardship synthesizes resistance knowledge"
ABXGP0_007,ABXGP0_008,SYNTHESIZES,"Special populations synthesize pharmacokinetic principles"
ABXGP0_004,ABXGP0_003,SYNTHESIZES,"Evidence-based selection synthesizes resistance understanding"
ABXGP0_003,ABXGP0_001,SPECIALIZES,"Resistance mechanisms specialize cell envelope knowledge"
ABXGP0_005,ABXGP0_001,SPECIALIZES,"DNA targeting specializes molecular target knowledge"
ABXGP0_007,ABXGP0_004,SPECIALIZES,"Special populations specialize evidence-based selection"
ABXGP0_008,ABXGP0_002,SPECIALIZES,"Pharmacokinetics specializes drug mechanism knowledge"
ABXGP0_009,ABXGP0_004,SPECIALIZES,"Clinical cases specialize evidence-based selection"
ABXGP0_006,ABXGP0_004,SPECIALIZES,"Stewardship specializes evidence-based practices"
ABXGP0_009,ABXGP0_006,SPECIALIZES,"Clinical cases specialize stewardship application"
