:START_ID,:END_ID,:TYPE,description:string
KG02_013,KG02_010,SYNTHESIZES,"Refinement and completion synthesizes reasoning and entailment"
KG02_013,KG02_012,SYNTHESIZES,"Refinement and completion synthesizes quality assessment"
KG02_013,KG02_014,SYNTHESIZES,"Refinement and completion synthesizes knowledge graph embeddings"
KG02_020,KG02_016,SYNTHESIZES,"Governance and security synthesizes publication and access"
KG02_020,KG02_012,SYNTHESIZES,"Governance and security synthesizes quality assessment"
KG02_019,KG02_004,SYNTHESIZES,"Performance and scalability synthesizes SPARQL query language"
KG02_019,KG02_010,SYNTHESIZES,"Performance and scalability synthesizes reasoning and entailment"
KG02_018,KG02_009,SYNTHESIZES,"Ontology alignment synthesizes ontology modeling"
KG02_018,KG02_007,SYNTHESIZES,"Ontology alignment synthesizes schema and validation"
KG02_015,KG02_014,SYNTHESIZES,"Graph neural networks synthesizes knowledge graph embeddings"
KG02_015,KG02_002,SYNTHESIZES,"Graph neural networks synthesizes data graph models"
KG02_004,KG02_003,SPECIALIZES,"SPARQL query language specializes RDF and triple stores"
KG02_009,KG02_007,SPECIALIZES,"Ontology modeling with RDFS and OWL specializes schema and validation"
KG02_008,KG02_003,SPECIALIZES,"Context and provenance representation specializes RDF and triple stores"
KG02_011,KG02_005,SPECIALIZES,"Construction from text specializes general knowledge graph construction"
KG02_014,KG02_002,SPECIALIZES,"Knowledge graph embeddings specializes data graph models"
KG02_015,KG02_014,SPECIALIZES,"Graph neural networks specializes knowledge graph embeddings"
KG02_018,KG02_009,SPECIALIZES,"Ontology alignment specializes ontology modeling"
KG02_010,KG02_009,SPECIALIZES,"Reasoning and entailment specializes ontology modeling"
