:ID,name,:LABEL,understanding_criteria,schema_version,description,author,creation_date,last_updated,total_concepts:int,level,prerequisites
MHRSPA_010,Responsible Officer and Organisation Maintenance Officer Roles,Concept,"Identify that the Responsible Officer or Organisation Maintenance Officer is legally responsible for authorising and managing staff access to My Health Record;Explain the requirement to disable access immediately when staff leave the organisation, change roles, or when an account is compromised;Describe the RO and OMO responsibility for ensuring compliance with the organisations My Health Record Security and Access Policy;Identify the process for verifying staff identity before authorising access and communicating verified identities to the System Operator;Explain record-keeping requirements for access authorisations, modifications and deactivations",1.0.0,Understanding responsible officer and organisation maintenance officer roles: Identify that the Responsible Officer or Organisation Maintenance Officer is legally responsible for authorising and managing staff access to My Health Record,,2026-01-08,2026-01-08,,Intermediate,
MHRSPA_011,Staff Training and Competency Requirements,Concept,"Identify that all staff must complete My Health Record training before first access as required by organisational policy;List essential training content including legislative requirements, permitted access purposes, consumer controls, security obligations, and breach reporting;Explain the requirement for regular refresher training at least annually or when significant system or policy changes occur;Describe methods for assessing and documenting staff competency in My Health Record security and privacy requirements;Identify the joiners, movers and leavers process including training for new staff, retraining for role changes, and access removal for departing staff including contractors and locums",1.0.0,Understanding staff training and competency requirements: Identify that all staff must complete My Health Record training before first access as required by organisational policy,,2026-01-08,2026-01-08,,Intermediate,
MHRSPA_012,Access Methods and Operational Workflows,Concept,"Identify the three methods for accessing My Health Record: conformant clinical software, hospital applications, and the National Provider Portal;Explain the governance differences between integrated clinical software access and standalone portal access including audit trail visibility;Describe appropriate use cases for administrative staff access including appointment preparation and care coordination;Identify the requirement for National Authentication Service for Health (NASH) PKI certificates to enable secure connection between clinical software and My Health Record;Explain the need for a NASH PKI certificate policy addressing certificate management, renewal and security",1.0.0,"Understanding access methods and operational workflows: Identify the three methods for accessing My Health Record: conformant clinical software, hospital applications, and the National Provider Portal",,2026-01-08,2026-01-08,,Intermediate,
MHRSPA_013,Uploading Information and Document Quality Obligations,Concept,"Explain the principle of information minimisation when uploading documents to My Health Record including only necessary and relevant information;Identify situations where uploading may not be appropriate including unverified information, draft documents, and highly sensitive information the patient wishes to keep private;Describe considerations for uploading information about sensitive topics including family violence, sexual health, mental health, and care of minors;Explain the requirement to ensure uploaded documents are accurate, complete and clinically relevant before upload;Identify the healthcare providers responsibility to discuss My Health Record uploads with patients and respect their preferences",1.0.0,Understanding uploading information and document quality obligations: Explain the principle of information minimisation when uploading documents to My Health Record including only necessary and relevant information,,2026-01-08,2026-01-08,,Advanced,
MHRSPA_014,System Operator Security Assurance and Protective Measures,Concept,"Explain that the Australian Digital Health Agency operates My Health Record in accordance with the Australian Government Protective Security Policy Framework;Identify at least three security assurance activities used by the System Operator including penetration testing, vulnerability scanning, and security audits;Describe the protections provided by encryption in transit and at rest, access controls, and continuous monitoring;Explain that audit trails maintained by the System Operator record all system activity for operational purposes, audits and investigations;Recognise that System Operator security measures do not remove the requirement for healthcare organisations to implement local security controls",1.0.0,Understanding system operator security assurance and protective measures: Explain that the Australian Digital Health Agency operates My Health Record in accordance with the Australian Government Protective Security Policy Framework,,2026-01-08,2026-01-08,,Advanced,
MHRSPA_015,Detecting and Responding to Unauthorised Access,Concept,"Identify indicators of potential unauthorised access including access outside normal working patterns, access to records of staff or family members, and high volumes of record access;Explain the immediate containment steps when unauthorised access is suspected including account suspension, password reset, and preventing further access;Describe the assessment process to determine the scope and impact of a suspected breach including reviewing audit logs and identifying affected individuals;Recognise that both the healthcare organisation and the System Operator monitor for suspicious access patterns;Identify the requirement to document all steps taken in response to suspected unauthorised access",1.0.0,"Understanding detecting and responding to unauthorised access: Identify indicators of potential unauthorised access including access outside normal working patterns, access to records of staff or family members, and high volumes of record access",,2026-01-08,2026-01-08,,Advanced,
MHRSPA_016,Notifiable Data Breaches Scheme and Mandatory Reporting,Concept,"Define an eligible data breach under the Privacy Act 1988 as unauthorised access or disclosure likely to result in serious harm;Explain the 30-day assessment period to determine if a suspected breach is likely to result in serious harm;Identify the requirement to notify the Office of the Australian Information Commissioner and affected individuals when an eligible data breach occurs;Describe mandatory notification requirements to the System Operator under the My Health Records Act when breaches involve My Health Record;List the information that must be included in breach notifications including the nature of the breach, the information involved, and steps individuals should take",1.0.0,Understanding notifiable data breaches scheme and mandatory reporting: Define an eligible data breach under the Privacy Act 1988 as unauthorised access or disclosure likely to result in serious harm,,2026-01-08,2026-01-08,,Advanced,
MHRSPA_017,Breach Response Procedures and Incident Management,Concept,"Demonstrate the six-step breach response process: detect, contain, assess, notify, remediate, and document;Explain the requirement to have documented breach response procedures including escalation pathways and access to technical and legal advice;Describe remediation actions following a breach including system security improvements, additional staff training, and policy updates;Identify scenarios requiring immediate breach response including shared login credentials discovered, receptionist curiosity access, and locum access not deactivated after departure;Explain the importance of conducting a post-incident review to identify root causes and prevent recurrence",1.0.0,"Understanding breach response procedures and incident management: Demonstrate the six-step breach response process: detect, contain, assess, notify, remediate, and document",,2026-01-08,2026-01-08,,Advanced,
MHRSPA_018,Enforcement Bodies and Consequences of Non-Compliance,Concept,"Identify the Office of the Australian Information Commissioner as the regulator of the Privacy Act 1988 with powers to investigate complaints and enforce compliance;Explain that the Australian Digital Health Agency as System Operator can investigate suspected breaches and take enforcement action including access suspension;Describe potential professional consequences through AHPRA including conditions on registration, suspension or cancellation for serious breaches;Identify civil penalties available under the Privacy Act and My Health Records Act for serious or repeated privacy breaches;Recognise that unauthorised access may also constitute criminal offences under Commonwealth or state legislation",1.0.0,Understanding enforcement bodies and consequences of non-compliance: Identify the Office of the Australian Information Commissioner as the regulator of the Privacy Act 1988 with powers to investigate complaints and enforce compliance,,2026-01-08,2026-01-08,,Advanced,
MHRSPA_019,Clinical Governance Compliance Monitoring and Audit Programs,Concept,"Design an audit program specifying frequency of access reviews, sampling methodology, red flags requiring investigation, and escalation pathways;Identify audit activities including regular review of access logs, verification that access aligns with patient appointments or clinical care, and investigation of anomalies;Explain documentation requirements for audit programs including audit plans, findings, investigations, corrective actions and evidence of resolution;Describe the integration of My Health Record compliance monitoring into broader practice information governance and clinical risk management frameworks;Develop key performance indicators for My Health Record compliance including training completion rates, policy review currency, audit completion, and incident response times",1.0.0,"Understanding clinical governance compliance monitoring and audit programs: Design an audit program specifying frequency of access reviews, sampling methodology, red flags requiring investigation, and escalation pathways",,2026-01-08,2026-01-08,,Specialized,
MHRSPA_020,Resources and Support for Compliance,Concept,"Identify key OAIC resources including the Guide to Health Privacy, Guide to Securing Personal Information, and APP 11 guidance on security of personal information;Locate Australian Digital Health Agency resources including the My Health Record system security requirements, conformance testing information, and provider support materials;Explain how RACGP standards and general practice accreditation requirements align with My Health Record security and privacy obligations;Identify sources of technical advice for security incidents including IT service providers, cyber security consultants, and the Australian Cyber Security Centre;Describe where to access legal advice on privacy obligations including privacy lawyers, professional indemnity insurers, and professional colleges",1.0.0,"Understanding resources and support for compliance: Identify key OAIC resources including the Guide to Health Privacy, Guide to Securing Personal Information, and APP 11 guidance on security of personal information",,2026-01-08,2026-01-08,,Specialized,
