:ID,name,:LABEL,understanding_criteria,schema_version,description,author,creation_date,last_updated,total_concepts:int,level,prerequisites
MLCCLR_010,Training Objective and Empirical Risk Minimization,Concept,State the training objective as finding parameters that minimize the average loss over all training examples;Explain that minimizing average training loss is called empirical risk minimization;Recognize that the objective function combines individual example losses into a single value to optimize;Understand that better models achieve lower average loss on the training dataset;Distinguish between loss on individual examples and the overall training objective across the dataset,1.0.0,Understanding training objective and empirical risk minimization: State the training objective as finding parameters that minimize the average loss over all training examples,,2026-01-06,2026-01-06,,Intermediate,
MLCCLR_011,Gradient Descent Algorithm Fundamentals,Concept,"Define gradient descent as an iterative optimization algorithm that finds optimal weights and bias by minimizing the loss function;Describe that training begins with randomly initialized weights and bias values close to zero;List the iterative steps: calculate loss on training data, compute gradients, update parameters in the direction that reduces loss, repeat;Explain that gradient descent makes small adjustments to parameters repeatedly until the loss stops decreasing significantly;Recognize that gradient descent is a general mathematical optimization technique applicable to many machine learning algorithms",1.0.0,Understanding gradient descent algorithm fundamentals: Define gradient descent as an iterative optimization algorithm that finds optimal weights and bias by minimizing the loss function,,2026-01-06,2026-01-06,,Intermediate,
MLCCLR_012,Gradient Calculation and Parameter Updates,Concept,Explain that the gradient represents the direction of steepest increase in the loss function;Describe that gradients are calculated by taking partial derivatives of the loss function with respect to each parameter;Recognize that parameters are updated by moving in the opposite direction of the gradient to reduce loss;Understand the conceptual update rule: new parameter value equals old value minus learning rate times gradient;Explain that both weight and bias are updated simultaneously during each iteration using their respective gradients,1.0.0,Understanding gradient calculation and parameter updates: Explain that the gradient represents the direction of steepest increase in the loss function,,2026-01-06,2026-01-06,,Intermediate,
MLCCLR_013,Learning Rate Hyperparameter,Concept,"Define learning rate as the hyperparameter controlling the step size of parameter updates during gradient descent;Recognize that learning rate is the multiplier applied to gradients to determine how much to adjust parameters;Explain that a learning rate that is too large can cause training to diverge or oscillate without converging;Explain that a learning rate that is too small causes training to converge very slowly, requiring many iterations;Understand that choosing an appropriate learning rate is essential for efficient and successful model training",1.0.0,Understanding learning rate hyperparameter: Define learning rate as the hyperparameter controlling the step size of parameter updates during gradient descent,,2026-01-06,2026-01-06,,Advanced,
MLCCLR_014,"Batch, Mini-Batch, and Stochastic Gradient Descent",Concept,Define batch gradient descent as computing gradients using all training examples before each parameter update;Define stochastic gradient descent SGD as computing gradients using one randomly selected example before each update;Define mini-batch gradient descent as computing gradients using a small random subset of examples before each update;Explain that batch gradient descent produces smooth convergence but is computationally expensive for large datasets;Explain that SGD and mini-batch methods are faster per iteration but produce noisier loss curves;Recognize that mini-batch gradient descent balances computational efficiency with stable convergence,1.0.0,"Understanding batch, mini-batch, and stochastic gradient descent: Define batch gradient descent as computing gradients using all training examples before each parameter update",,2026-01-06,2026-01-06,,Advanced,
MLCCLR_015,Model Convergence and Stopping Criteria,Concept,"Define convergence as the state when additional training iterations produce negligible reduction in loss;Explain that a converged model has found parameter values that achieve a local or global minimum of the loss function;Recognize common stopping criteria: loss improvement below threshold, maximum iterations reached, or validation performance plateaus;Understand that convergence does not guarantee the absolute lowest possible loss but rather a stable minimum given the optimization process;Distinguish between stopping due to convergence versus stopping early to prevent overfitting",1.0.0,Understanding model convergence and stopping criteria: Define convergence as the state when additional training iterations produce negligible reduction in loss,,2026-01-06,2026-01-06,,Advanced,
MLCCLR_016,Loss Curves and Training Diagnostics,Concept,Describe loss curves as plots showing how training loss changes over iterations or epochs;Interpret a steadily decreasing loss curve as indicating successful training progress;Identify a loss curve that increases or diverges as indicating a learning rate that is too high;Identify a loss curve that decreases very slowly as indicating a learning rate that may be too low;Recognize that noisy or oscillating loss curves are typical when using stochastic or mini-batch gradient descent;Use loss curves to determine when a model has converged and training can be stopped,1.0.0,Understanding loss curves and training diagnostics: Describe loss curves as plots showing how training loss changes over iterations or epochs,,2026-01-06,2026-01-06,,Advanced,
MLCCLR_017,Convex Loss Functions in Linear Regression,Concept,"State that linear regression with squared loss MSE has a convex loss function shaped like a single bowl;Explain that convex loss functions have the property that any local minimum is also the global minimum;Recognize that for convex objectives, gradient descent with an appropriate learning rate will converge to the global minimum;Understand that convexity guarantees an optimal solution exists and can be found, unlike non-convex problems with multiple local minima;Note that convexity applies specifically to the choice of squared loss and may not hold for other loss functions or model types",1.0.0,Understanding convex loss functions in linear regression: State that linear regression with squared loss MSE has a convex loss function shaped like a single bowl,,2026-01-06,2026-01-06,,Advanced,
MLCCLR_018,Feature Scaling and Normalization,Concept,"Explain that features with different scales or ranges can cause gradient descent to converge slowly or inefficiently;Define feature scaling as transforming features to have similar ranges, typically between 0 and 1 or with mean 0 and standard deviation 1;Recognize that normalization helps gradient descent converge faster by creating a more spherical loss surface;Identify when feature scaling is important: when features have vastly different ranges such as age in years versus income in dollars;Apply the concept that scaled features lead to more balanced gradient magnitudes across parameters",1.0.0,Understanding feature scaling and normalization: Explain that features with different scales or ranges can cause gradient descent to converge slowly or inefficiently,,2026-01-06,2026-01-06,,Advanced,
MLCCLR_019,Generalization and Overfitting,Concept,"Define generalization as a model's ability to make accurate predictions on new unseen data;Explain that minimizing training loss does not guarantee good performance on new data;Define overfitting as when a model learns training data too well, including noise, and performs poorly on new data;Recognize that the goal is not just low training loss but good performance on validation and test data;Understand the importance of splitting data into training, validation, and test sets to assess generalization;Identify overfitting by comparing training loss that continues decreasing while validation loss increases or plateaus",1.0.0,Understanding generalization and overfitting: Define generalization as a model's ability to make accurate predictions on new unseen data,,2026-01-06,2026-01-06,,Specialized,
MLCCLR_020,Regularization in Linear Regression,Concept,"Define regularization as a technique that adds a penalty term to the loss function to discourage complex models;Explain that L2 regularization, also called ridge regression, adds a penalty proportional to the sum of squared weights;Recognize that regularization helps prevent overfitting by keeping weight values smaller;Understand that regularization introduces a hyperparameter that controls the strength of the penalty;Explain the trade-off: stronger regularization reduces overfitting but may increase training loss and underfitting;Identify that regularization penalizes weights but typically does not penalize the bias term",1.0.0,Understanding regularization in linear regression: Define regularization as a technique that adds a penalty term to the loss function to discourage complex models,,2026-01-06,2026-01-06,,Specialized,
