:ID,name,:LABEL,understanding_criteria,schema_version,description,author,creation_date,last_updated,total_concepts:int,level,prerequisites
NJSAPIDOC_010,Font Optimization with next/font,Concept,"Explain that next/font automatically optimizes fonts by eliminating external network requests and self-hosting font files;Import Google Fonts from next/font/google using the font name as the import specifier with fonts downloaded at build time;Import local fonts from next/font/local with src property pointing to font file paths relative to the loader location;Apply font className to HTML elements to activate the loaded font in the application;Configure font weight as a string for specific weights or omit for variable fonts that support weight ranges;Specify src as an array of objects with path, weight, and style properties when using multiple font files for different weights and styles",1.0.0,Understanding font optimization with next/font: Explain that next/font automatically optimizes fonts by eliminating external network requests and self-hosting font files,,2026-01-05,2026-01-05,,Foundational,
NJSAPIDOC_011,App Router File Conventions,Concept,Create page.tsx files to define route UI that is publicly accessible at the corresponding URL path;Implement layout.tsx files to define shared UI that wraps multiple pages and preserves state across navigation;Add loading.tsx files to show loading UI automatically while page content or nested layouts are being fetched;Create error.tsx files to handle errors in route segments and display fallback UI when errors occur;Implement not-found.tsx to customize the 404 page shown when notFound function is called or no route matches;Define API endpoints using route.ts files to handle HTTP requests with standard Web Request and Response APIs,1.0.0,Understanding app router file conventions: Create page.tsx files to define route UI that is publicly accessible at the corresponding URL path,,2026-01-05,2026-01-05,,Foundational,
NJSAPIDOC_012,Client-Side Navigation with next/link,Concept,Import and use the Link component from next/link for client-side navigation between routes;Provide the href prop with pathname strings or URL objects to specify navigation destinations;Recognize that Link components prefetch routes in the viewport by default to improve navigation performance;Replace anchor tags with Link components to enable client-side transitions without full page reloads;Pass additional props like className or target to Link components which forward them to the underlying anchor element,1.0.0,Understanding client-side navigation with next/link: Import and use the Link component from next/link for client-side navigation between routes,,2026-01-05,2026-01-05,,Foundational,
NJSAPIDOC_013,Programmatic Navigation with useRouter,Concept,Import useRouter from next/navigation in Client Components to access navigation methods;Use router.push to navigate to new routes programmatically after user actions or application logic;Use router.replace to navigate without adding a new entry to the browser history stack;Call router.back and router.forward to navigate through browser history;Use router.refresh to refresh the current route and re-fetch data from the server,1.0.0,Understanding programmatic navigation with userouter: Import useRouter from next/navigation in Client Components to access navigation methods,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_014,Route Information Hooks,Concept,Use usePathname hook from next/navigation to read the current URL pathname in Client Components;Use useSearchParams hook to read the current URL query string parameters as a URLSearchParams object;Use useParams hook to read dynamic route parameters from the current route;Recognize that these hooks only work in Client Components and require use client directive;Combine pathname and search params to build conditional UI based on current route state,1.0.0,Understanding route information hooks: Use usePathname hook from next/navigation to read the current URL pathname in Client Components,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_015,Server-Side Navigation Functions,Concept,"Call redirect function from next/navigation in Server Components, Route Handlers, or Server Actions to navigate users to different URLs;Call notFound function to render the not-found.tsx file and return a 404 status code;Recognize that redirect and notFound throw errors internally and should be called outside try-catch blocks;Use redirect for navigation after mutations or when access control checks fail in server code;Understand that these functions work in server contexts and cannot be used in Client Components",1.0.0,"Understanding server-side navigation functions: Call redirect function from next/navigation in Server Components, Route Handlers, or Server Actions to navigate users to different URLs",,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_016,Route Handlers for API Endpoints,Concept,"Create route.ts files in the app directory to define API endpoints that handle HTTP requests;Export async functions named GET, POST, PUT, PATCH, DELETE, HEAD, or OPTIONS to handle corresponding HTTP methods;Receive Web Request objects as the first parameter and return Web Response objects or use NextResponse for enhanced functionality;Access dynamic route parameters through the params object passed as the second parameter to handler functions;Read request data using request.json for JSON bodies, request.formData for form submissions, or request.headers for header values;Set response headers, cookies, and status codes using NextResponse.json with options object",1.0.0,Understanding route handlers for api endpoints: Create route.ts files in the app directory to define API endpoints that handle HTTP requests,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_017,Middleware for Request Interception,Concept,Create middleware.ts file in the project root to run code before requests are completed;Export a middleware function that receives NextRequest and returns NextResponse or Response;Use NextResponse.redirect to redirect users to different URLs based on request properties;Use NextResponse.rewrite to serve content from a different URL while keeping the browser URL unchanged;Configure matcher in the exported config object to specify which paths the middleware should run on;Access and modify request headers using request.headers and set response headers using NextResponse.next with headers option,1.0.0,Understanding middleware for request interception: Create middleware.ts file in the project root to run code before requests are completed,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_018,Data Fetching with Extended fetch,Concept,Use the native fetch API in Server Components with Next.js extensions for caching and revalidation;Set cache option to force-cache to cache fetch responses indefinitely or no-store to fetch fresh data on every request;Configure next.revalidate option with number of seconds to revalidate cached data on a time-based schedule;Recognize that fetch requests are automatically memoized during a single render pass to deduplicate identical requests;Understand that fetch caching only applies to GET requests in Route Handlers and is always cached in Server Components by default;Use cache: no-store or revalidate: 0 to opt out of caching for dynamic data that changes frequently,1.0.0,Understanding data fetching with extended fetch: Use the native fetch API in Server Components with Next.js extensions for caching and revalidation,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_019,Route Segment Configuration,Concept,"Export dynamic config option set to auto, force-dynamic, or force-static to control route rendering behavior;Export revalidate config with number of seconds to set the default revalidation time for a route segment;Export runtime config set to nodejs or edge to specify the runtime environment for the route;Export fetchCache config to override the default fetch caching behavior for all fetch requests in a route;Recognize that segment config options are exported from layout.tsx, page.tsx, or route.ts files;Understand that child segments inherit config from parent segments unless explicitly overridden",1.0.0,"Understanding route segment configuration: Export dynamic config option set to auto, force-dynamic, or force-static to control route rendering behavior",,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_020,Image Optimization with next/image,Concept,Import and use the Image component from next/image for automatic image optimization;Provide required src and alt props where src is the image path and alt is the accessibility description;Specify image dimensions using width and height props for static images or fill prop for responsive containers;Use priority prop on above-the-fold images to preload them and improve Largest Contentful Paint;Configure loader prop or global loader in next.config.js to customize image optimization service;Apply sizes prop with media query conditions to serve appropriately sized images for different viewport widths,1.0.0,Understanding image optimization with next/image: Import and use the Image component from next/image for automatic image optimization,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_021,Script Loading with next/script,Concept,"Import and use the Script component from next/script to optimize loading of third-party scripts;Set strategy prop to afterInteractive to load scripts after page becomes interactive, beforeInteractive for critical scripts, or lazyOnload for low-priority scripts;Use onLoad callback to execute code after the script has finished loading;Recognize that Script components can be placed in any component and Next.js ensures they load only once;Place scripts with beforeInteractive strategy in the root layout to ensure they load before any page code",1.0.0,Understanding script loading with next/script: Import and use the Script component from next/script to optimize loading of third-party scripts,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_022,Metadata API for SEO,Concept,"Export a metadata object from layout.tsx or page.tsx to define static metadata like title and description;Export a generateMetadata async function to create dynamic metadata based on route params or external data;Configure title as a string or template object with default and template properties for consistent title patterns;Set description, keywords, authors, and other metadata fields to improve search engine optimization;Define openGraph and twitter metadata objects to control how pages appear when shared on social platforms;Understand that metadata from parent layouts merges with child page metadata with children taking precedence",1.0.0,Understanding metadata api for seo: Export a metadata object from layout.tsx or page.tsx to define static metadata like title and description,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_023,Server and Client Components,Concept,"Recognize that components in the app directory are Server Components by default and render on the server;Add use client directive at the top of files to mark components as Client Components that run in the browser;Identify that Server Components can fetch data directly, access backend resources, and keep sensitive information on the server;Understand that Client Components can use React hooks like useState, useEffect, and event handlers for interactivity;Import Client Components into Server Components but not vice versa to maintain proper component boundaries;Pass Server Components as children or props to Client Components to compose server and client rendering",1.0.0,Understanding server and client components: Recognize that components in the app directory are Server Components by default and render on the server,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_024,Streaming and Suspense Boundaries,Concept,Wrap components in Suspense boundaries to stream content and show fallback UI while data loads;Create loading.tsx files that automatically wrap route segments in Suspense boundaries;Understand that streaming sends HTML in chunks allowing users to see content progressively as it becomes ready;Place Suspense boundaries strategically to show important content first while loading secondary content in the background;Use multiple Suspense boundaries to stream different parts of the page independently for better perceived performance,1.0.0,Understanding streaming and suspense boundaries: Wrap components in Suspense boundaries to stream content and show fallback UI while data loads,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_025,Error Handling and Recovery,Concept,Create error.tsx files to catch errors in route segments and display fallback UI automatically;Receive error and reset props in error components where error contains error details and reset is a function to retry;Mark error.tsx as Client Components using use client directive since they need interactivity for reset functionality;Create global-error.tsx in the app root to handle errors in the root layout which error.tsx cannot catch;Use error boundaries to isolate errors to specific segments while keeping the rest of the application functional,1.0.0,Understanding error handling and recovery: Create error.tsx files to catch errors in route segments and display fallback UI automatically,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_026,Environment Variables Configuration,Concept,Define environment variables in .env.local file for local development with variables loaded automatically;Prefix browser-accessible variables with NEXT_PUBLIC_ to expose them to the client-side code;Access environment variables in server code using process.env.VARIABLE_NAME without any prefix requirement;Recognize that non-prefixed variables are only available in server contexts and never sent to the browser;Create environment-specific files like .env.production and .env.development for different deployment stages;Understand that environment variables are inlined at build time so changing them requires rebuilding the application,1.0.0,Understanding environment variables configuration: Define environment variables in .env.local file for local development with variables loaded automatically,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_027,next.config.js Core Configuration,Concept,"Create next.config.js in the project root to customize Next.js build and runtime behavior;Configure images.domains or images.remotePatterns to allow image optimization for external image sources;Set redirects, rewrites, and headers as async functions that return arrays of configuration objects;Configure experimental features by adding them to the experimental object with appropriate option values;Set output mode to standalone for Docker deployments or export for static HTML export;Use env object to expose environment variables to the browser without NEXT_PUBLIC_ prefix for build-time values",1.0.0,Understanding next.config.js core configuration: Create next.config.js in the project root to customize Next.js build and runtime behavior,,2026-01-05,2026-01-05,,Intermediate,
NJSAPIDOC_028,Redirects and Rewrites Configuration,Concept,"Define redirects in next.config.js as an async function returning array of objects with source, destination, and permanent properties;Use path matching patterns with wildcards and parameters in source paths to match multiple URLs;Set permanent to true for 308 redirects or false for 307 redirects based on whether the redirect is permanent;Configure rewrites to serve content from a different URL while keeping the browser URL unchanged;Distinguish between redirects that change the browser URL and rewrites that proxy content transparently;Use basePath in redirect and rewrite paths when the application is deployed under a subpath",1.0.0,"Understanding redirects and rewrites configuration: Define redirects in next.config.js as an async function returning array of objects with source, destination, and permanent properties",,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_029,Custom Headers Configuration,Concept,"Define headers in next.config.js as an async function returning array of objects with source and headers properties;Set security headers like Content-Security-Policy, X-Frame-Options, and X-Content-Type-Options for all routes or specific paths;Configure CORS headers including Access-Control-Allow-Origin for API routes that need cross-origin access;Use path matching patterns to apply headers to multiple routes with a single configuration;Understand that headers set in next.config.js apply to all matching routes unless overridden in middleware or route handlers",1.0.0,Understanding custom headers configuration: Define headers in next.config.js as an async function returning array of objects with source and headers properties,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_030,Runtime Environment Selection,Concept,Choose nodejs runtime for routes that need full Node.js API access and longer execution times;Choose edge runtime for routes that need global distribution and fast cold starts with limited API access;Set runtime in route segment config or next.config.js to specify the execution environment;Understand that edge runtime has restrictions on Node.js APIs and package compatibility;Recognize that edge runtime is ideal for middleware and simple API routes while nodejs is better for complex server logic,1.0.0,Understanding runtime environment selection: Choose nodejs runtime for routes that need full Node.js API access and longer execution times,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_031,Static Export Configuration,Concept,"Set output: export in next.config.js to generate static HTML files for all routes;Recognize that static export does not support features requiring a server like API routes, rewrites, or ISR;Use generateStaticParams in dynamic routes to specify which parameter values to prerender during static export;Understand that static exports can be deployed to any static hosting service without a Node.js server;Configure trailingSlash and images.unoptimized options when using static export for compatibility with hosting providers",1.0.0,Understanding static export configuration: Set output: export in next.config.js to generate static HTML files for all routes,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_032,Hot Module Reloading in Development,Concept,Recognize that Hot Module Reloading automatically updates the browser when code changes are saved without full page refresh;Understand that HMR preserves component state during updates for faster development iteration;Identify that HMR works with both Server Components and Client Components in the App Router;Recognize that HMR is enabled automatically when running next dev with no additional configuration required,1.0.0,Understanding hot module reloading in development: Recognize that Hot Module Reloading automatically updates the browser when code changes are saved without full page refresh,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_033,Turbopack Build Tool,Concept,Enable Turbopack in development using --turbopack flag with next dev for faster build times;Recognize that Turbopack is a next-generation bundler designed to replace Webpack with improved performance;Choose to enable Turbopack during project initialization or add it later to existing projects;Understand that Turbopack provides faster Hot Module Reloading and incremental compilation compared to Webpack,1.0.0,Understanding turbopack build tool: Enable Turbopack in development using --turbopack flag with next dev for faster build times,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_034,Debugging Prerender Errors,Concept,Enable detailed prerender error output using --debug-prerender flag when build fails with prerendering issues;Interpret stack traces and code frames in debug output to identify the exact location of prerender failures;Set experimental.prerenderEarlyExit to false in next.config.js to see all prerender issues in a single build instead of failing on first error;Recognize that prerender errors occur when Server Components throw errors during static generation;Use debug output to identify dynamic API usage in routes marked for static rendering,1.0.0,Understanding debugging prerender errors: Enable detailed prerender error output using --debug-prerender flag when build fails with prerendering issues,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_035,Partial Route Building for Development,Concept,Use --debug-build-paths flag with file paths to build only specific routes during debugging;Provide glob patterns to --debug-build-paths to match and build multiple related routes simultaneously;Recognize that partial builds significantly reduce build time in large applications during development;Understand that partial builds are for debugging only and full builds are required for production deployment,1.0.0,Understanding partial route building for development: Use --debug-build-paths flag with file paths to build only specific routes during debugging,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_036,TypeScript Integration and Type Checking,Concept,Enable TypeScript during project initialization or add it later by creating tsconfig.json;Recognize that Next.js automatically configures TypeScript with optimal settings when tsconfig.json is detected;Use next typegen to generate route types for IDE autocomplete and type checking without full builds;Run tsc --noEmit after next typegen in CI pipelines to validate TypeScript types without building;Understand that Next.js provides built-in TypeScript types for all framework APIs through next-env.d.ts,1.0.0,Understanding typescript integration and type checking: Enable TypeScript during project initialization or add it later by creating tsconfig.json,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_037,ESLint Configuration and Linting,Concept,Enable ESLint during project initialization to get Next.js-specific linting rules from eslint-config-next;Run next lint command to check code for linting errors and warnings;Configure ESLint rules in .eslintrc.json to customize linting behavior for project needs;Recognize that eslint-config-next includes rules for common Next.js issues like missing Image alt text or incorrect Link usage;Add lint script to package.json to integrate linting into development workflow and CI pipelines,1.0.0,Understanding eslint configuration and linting: Enable ESLint during project initialization to get Next.js-specific linting rules from eslint-config-next,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_038,Deployment Output Modes,Concept,Use default output mode for standard deployments with full Next.js server functionality;Set output: standalone in next.config.js to create a minimal server bundle for Docker containers;Recognize that standalone mode copies only necessary files reducing deployment size and improving container build times;Configure output: export for static HTML generation when server features are not needed;Understand that output mode affects which Next.js features are available in the deployed application,1.0.0,Understanding deployment output modes: Use default output mode for standard deployments with full Next.js server functionality,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_039,Request and Response Objects in Route Handlers,Concept,Access request body using await request.json for JSON payloads or await request.formData for form submissions;Read request headers using request.headers.get method with header name as parameter;Extract URL search parameters using new URL with request.url and accessing searchParams property;Return JSON responses using NextResponse.json with data object and optional status code;Set response cookies using NextResponse.json with cookies option or response.cookies.set method;Add custom headers to responses using headers option in NextResponse.json or response.headers.set method,1.0.0,Understanding request and response objects in route handlers: Access request body using await request.json for JSON payloads or await request.formData for form submissions,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_040,Dynamic Route Parameters,Concept,Create dynamic route segments using square bracket notation in folder names like [id] or [slug];Access dynamic parameters in page components through params prop passed automatically by Next.js;Access dynamic parameters in route handlers through params object passed as second argument to handler functions;Use catch-all routes with [...slug] notation to match multiple path segments;Implement optional catch-all routes with [[...slug]] notation that also match the parent path;Generate static paths for dynamic routes using generateStaticParams function for static site generation,1.0.0,Understanding dynamic route parameters: Create dynamic route segments using square bracket notation in folder names like [id] or [slug],,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_041,Parallel and Intercepting Routes,Concept,Create parallel routes using @folder notation to render multiple pages in the same layout simultaneously;Access parallel route content through props named after the slot in the parent layout component;Implement intercepting routes using (..) notation to show routes in modals or overlays while preserving URL;Combine parallel and intercepting routes to create modal flows that work with browser navigation;Understand that parallel routes enable showing different content in different parts of the layout based on the current route,1.0.0,Understanding parallel and intercepting routes: Create parallel routes using @folder notation to render multiple pages in the same layout simultaneously,,2026-01-05,2026-01-05,,Advanced,
NJSAPIDOC_042,Route Groups and Organization,Concept,Create route groups using parentheses notation like (marketing) to organize routes without affecting URL structure;Use route groups to apply different layouts to different sections of the application;Recognize that route group names do not appear in the URL path;Organize related routes into groups for better code organization and shared layouts;Create multiple root layouts by using route groups to segment the application into distinct sections,1.0.0,Understanding route groups and organization: Create route groups using parentheses notation like (marketing) to organize routes without affecting URL structure,,2026-01-05,2026-01-05,,Specialized,
NJSAPIDOC_043,Server Actions for Mutations,Concept,Define Server Actions by adding use server directive at the top of async functions;Call Server Actions from Client Components to perform server-side mutations without API routes;Access form data in Server Actions using FormData parameter when called from form submissions;Return data from Server Actions to update UI after mutations complete;Use Server Actions with useFormStatus hook to show pending states during form submissions;Understand that Server Actions automatically handle serialization and can be called directly from event handlers,1.0.0,Understanding server actions for mutations: Define Server Actions by adding use server directive at the top of async functions,,2026-01-05,2026-01-05,,Specialized,
NJSAPIDOC_044,Caching and Revalidation Strategies,Concept,Distinguish between full route cache for static routes and data cache for fetch requests;Use revalidatePath function to purge cache for specific paths after data mutations;Use revalidateTag function to purge cache for all fetch requests with a specific cache tag;Configure time-based revalidation using revalidate option in fetch or route segment config;Understand that on-demand revalidation with revalidatePath or revalidateTag provides immediate cache updates;Recognize that caching behavior differs between development and production with more aggressive caching in production,1.0.0,Understanding caching and revalidation strategies: Distinguish between full route cache for static routes and data cache for fetch requests,,2026-01-05,2026-01-05,,Specialized,
NJSAPIDOC_045,Internationalization and Localization,Concept,Configure locales and default locale in next.config.js for internationalized routing;Create locale-specific routes using [lang] dynamic segments to handle different languages;Use Accept-Language header or cookies to detect user language preference;Implement language switchers using Link components with locale-specific hrefs;Organize translations using JSON files or internationalization libraries;Set lang attribute on html element based on current locale for accessibility and SEO,1.0.0,Understanding internationalization and localization: Configure locales and default locale in next.config.js for internationalized routing,,2026-01-05,2026-01-05,,Specialized,
