:START_ID,:END_ID,:TYPE,description:string
BKGO_010,BKGO_009,SYNTHESIZES,"Ethics synthesizes embedding bias considerations"
BKGO_003,BKGO_002,SPECIALIZES,"Query techniques specialize organizing principles"
BKGO_005,BKGO_004,SPECIALIZES,"AI enrichment specializes data integration"
BKGO_007,BKGO_003,SPECIALIZES,"NLP interaction specializes query techniques"
BKGO_008,BKGO_002,SPECIALIZES,"Reasoning specializes organizing principles"
BKGO_009,BKGO_005,SPECIALIZES,"Embeddings specialize AI enrichment"
BKGO_010,BKGO_006,SPECIALIZES,"Ethics specializes application considerations"
BKGO_006,BKGO_002,SPECIALIZES,"Applications specialize organizing principles"
KGs_v1,BKGO_001,CONTAINS,"Building Knowledge Graphs for AI contains Graph Data Fundamentals"
KGs_v1,BKGO_002,CONTAINS,"Building Knowledge Graphs for AI contains Knowledge Graph Organizing Principles"
KGs_v1,BKGO_003,CONTAINS,"Building Knowledge Graphs for AI contains Knowledge Graph Query Techniques"
KGs_v1,BKGO_004,CONTAINS,"Building Knowledge Graphs for AI contains Data Integration for Knowledge Graphs"
KGs_v1,BKGO_005,CONTAINS,"Building Knowledge Graphs for AI contains Knowledge Graph Enrichment with AI"
KGs_v1,BKGO_006,CONTAINS,"Building Knowledge Graphs for AI contains Knowledge Graph Applications"
KGs_v1,BKGO_007,CONTAINS,"Building Knowledge Graphs for AI contains Natural Language Interaction with Knowledge Graphs"
KGs_v1,BKGO_008,CONTAINS,"Building Knowledge Graphs for AI contains Knowledge Graph Reasoning and Inference"
KGs_v1,BKGO_009,CONTAINS,"Building Knowledge Graphs for AI contains Knowledge Graph Embeddings"
KGs_v1,BKGO_010,CONTAINS,"Building Knowledge Graphs for AI contains Ethics and Bias in Knowledge Graphs"
