:START_ID,:END_ID,:TYPE,description:string
GPNEPHRTA_006,GPNEPHRTA_007,PREREQUISITE,"Understanding Type 4 and Type 3 RTA pathophysiology is prerequisite for diagnostic differentiation using laboratory parameters"
GPNEPHRTA_007,GPNEPHRTA_008,PREREQUISITE,"Diagnostic differentiation of RTA types is prerequisite for understanding treatment principles and monitoring"
GPNEPHRTA_001,GPNEPHRTA_004,ALLOWS_UNDERSTANDING_OF,"Understanding the fundamental distinction allows understanding of Type 1 RTA as a tubular defect with normal GFR"
GPNEPHRTA_001,GPNEPHRTA_005,ALLOWS_UNDERSTANDING_OF,"Understanding the fundamental distinction allows understanding of Type 2 RTA as a tubular defect with normal GFR"
GPNEPHRTA_002,GPNEPHRTA_003,ALLOWS_UNDERSTANDING_OF,"Systematic approach to NAGMA allows understanding of how RTA presents clinically in children"
GPNEPHRTA_002,GPNEPHRTA_008,ALLOWS_UNDERSTANDING_OF,"GP approach to NAGMA allows understanding of shared care monitoring requirements"
GPNEPHRTA_004,GPNEPHRTA_008,ALLOWS_UNDERSTANDING_OF,"Understanding Type 1 RTA pathophysiology allows understanding of specific treatment with citrate and nephrocalcinosis monitoring"
GPNEPHRTA_005,GPNEPHRTA_008,ALLOWS_UNDERSTANDING_OF,"Understanding Type 2 RTA pathophysiology allows understanding of high-dose bicarbonate requirements"
GPNEPHRTA_006,GPNEPHRTA_008,ALLOWS_UNDERSTANDING_OF,"Understanding Type 4 RTA pathophysiology allows understanding of hyperkalaemia management and contraindication to potassium citrate"
GPNEPHRTA_001,GPNEPHRTA_002,DIFFICULTY_PROGRESSION,"Foundational distinction progresses to intermediate clinical approach"
GPNEPHRTA_002,GPNEPHRTA_003,DIFFICULTY_PROGRESSION,"Intermediate diagnostic approach progresses to recognizing clinical presentations"
GPNEPHRTA_003,GPNEPHRTA_004,DIFFICULTY_PROGRESSION,"Clinical recognition progresses to advanced understanding of Type 1 RTA pathophysiology"
GPNEPHRTA_004,GPNEPHRTA_007,DIFFICULTY_PROGRESSION,"Advanced pathophysiology understanding progresses to specialized diagnostic differentiation"
GPNEPHRTA_007,GPNEPHRTA_008,DIFFICULTY_PROGRESSION,"Specialized diagnostic skills progress to complex treatment and monitoring principles"
GPNEPHRTA_004,GPNEPHRTA_005,CROSS_REFERENCES,"Type 1 RTA cross-references Type 2 RTA for comparison of distal versus proximal tubular defects"
GPNEPHRTA_005,GPNEPHRTA_004,CROSS_REFERENCES,"Type 2 RTA cross-references Type 1 RTA for comparison of proximal versus distal tubular defects"
GPNEPHRTA_004,GPNEPHRTA_006,CROSS_REFERENCES,"Type 1 RTA cross-references Type 4 RTA for comparison of hypokalaemia versus hyperkalaemia patterns"
GPNEPHRTA_006,GPNEPHRTA_004,CROSS_REFERENCES,"Type 4 RTA cross-references Type 1 RTA for comparison of hyperkalaemia versus hypokalaemia patterns"
GPNEPHRTA_005,GPNEPHRTA_006,CROSS_REFERENCES,"Type 2 RTA cross-references Type 4 RTA for comparison of different RTA mechanisms"
GPNEPHRTA_006,GPNEPHRTA_005,CROSS_REFERENCES,"Type 4 RTA cross-references Type 2 RTA for comparison of different RTA mechanisms"
GPNEPHRTA_002,GPNEPHRTA_007,CROSS_REFERENCES,"GP approach cross-references diagnostic differentiation for practical application of laboratory parameters"
GPNEPHRTA_007,GPNEPHRTA_002,CROSS_REFERENCES,"Diagnostic differentiation cross-references GP approach for initial investigation strategy"
GPNEPHRTA_004,GPNEPHRTA_005,CONCEPTUAL_CLUSTER,"Type 1 and Type 2 RTA belong to the RTA pathophysiology cluster"
GPNEPHRTA_004,GPNEPHRTA_006,CONCEPTUAL_CLUSTER,"Type 1 and Type 4 RTA belong to the RTA pathophysiology cluster"
GPNEPHRTA_005,GPNEPHRTA_006,CONCEPTUAL_CLUSTER,"Type 2 and Type 4 RTA belong to the RTA pathophysiology cluster"
GPNEPHRTA_002,GPNEPHRTA_003,CONCEPTUAL_CLUSTER,"GP approach and clinical presentation belong to the clinical assessment cluster"
GPNEPHRTA_007,GPNEPHRTA_008,CONCEPTUAL_CLUSTER,"Diagnostic differentiation and treatment principles belong to the clinical management cluster"
GPNEPHRTA_008,GPNEPHRTA_001,SYNTHESIZES,"Treatment principles synthesize fundamental understanding of RTA as tubular defect"
GPNEPHRTA_008,GPNEPHRTA_004,SYNTHESIZES,"Treatment principles synthesize Type 1 RTA pathophysiology knowledge"
GPNEPHRTA_008,GPNEPHRTA_005,SYNTHESIZES,"Treatment principles synthesize Type 2 RTA pathophysiology knowledge"
GPNEPHRTA_008,GPNEPHRTA_006,SYNTHESIZES,"Treatment principles synthesize Type 4 RTA pathophysiology knowledge"
GPNEPHRTA_007,GPNEPHRTA_002,SYNTHESIZES,"Diagnostic differentiation synthesizes systematic GP approach to NAGMA"
GPNEPHRTA_007,GPNEPHRTA_004,SYNTHESIZES,"Diagnostic differentiation synthesizes Type 1 RTA pathophysiology"
GPNEPHRTA_007,GPNEPHRTA_005,SYNTHESIZES,"Diagnostic differentiation synthesizes Type 2 RTA pathophysiology"
GPNEPHRTA_007,GPNEPHRTA_006,SYNTHESIZES,"Diagnostic differentiation synthesizes Type 4 RTA pathophysiology"
GPNEPHRTA_004,GPNEPHRTA_001,SPECIALIZES,"Type 1 RTA specializes the general concept of RTA as tubular defect"
GPNEPHRTA_005,GPNEPHRTA_001,SPECIALIZES,"Type 2 RTA specializes the general concept of RTA as tubular defect"
GPNEPHRTA_006,GPNEPHRTA_001,SPECIALIZES,"Type 4 RTA specializes the general concept of RTA as tubular defect"
GPNEPHRTA_003,GPNEPHRTA_002,SPECIALIZES,"Clinical presentation of RTA specializes the general approach to NAGMA in children"
