:START_ID,:END_ID,:TYPE,description:string
UPP_017,UPP_018,DIFFICULTY_PROGRESSION,"Understanding policy solutions progresses to analyzing equity and implementation barriers"
UPP_001,UPP_004,ALLOWS_UNDERSTANDING_OF,"Defining UPF allows deeper understanding of how it is deliberately engineered"
UPP_002,UPP_015,ALLOWS_UNDERSTANDING_OF,"Understanding NOVA classification allows better practical identification skills"
UPP_004,UPP_011,ALLOWS_UNDERSTANDING_OF,"Understanding UPF engineering allows understanding of human biological vulnerability"
UPP_005,UPP_006,ALLOWS_UNDERSTANDING_OF,"Understanding mechanisms allows better interpretation of research evidence"
UPP_007,UPP_016,ALLOWS_UNDERSTANDING_OF,"Understanding health impacts allows informed decision-making in reduction strategies"
UPP_009,UPP_017,ALLOWS_UNDERSTANDING_OF,"Understanding industry practices allows understanding of policy intervention needs"
UPP_011,UPP_016,ALLOWS_UNDERSTANDING_OF,"Understanding biological vulnerability allows compassionate and effective reduction strategies"
UPP_012,UPP_018,ALLOWS_UNDERSTANDING_OF,"Understanding social impacts allows recognition of equity considerations"
UPP_001,UPP_015,CROSS_REFERENCES,"Defining UPF and identifying it through labels mutually reinforce each other"
UPP_015,UPP_001,CROSS_REFERENCES,"Practical label reading reinforces understanding of UPF definition"
UPP_004,UPP_009,CROSS_REFERENCES,"Engineering practices and marketing strategies mutually illuminate each other"
UPP_009,UPP_004,CROSS_REFERENCES,"Marketing strategies cross-reference product engineering approaches"
UPP_005,UPP_011,CROSS_REFERENCES,"Mechanisms of overeating and biological vulnerability mutually reinforce understanding"
UPP_011,UPP_005,CROSS_REFERENCES,"Biological vulnerability cross-references mechanisms of overeating"
UPP_008,UPP_012,CROSS_REFERENCES,"Food environment and social impacts mutually illuminate each other"
UPP_012,UPP_008,CROSS_REFERENCES,"Social impacts cross-reference food environment factors"
UPP_010,UPP_013,CROSS_REFERENCES,"Industrial food system and environmental impacts mutually reinforce understanding"
UPP_013,UPP_010,CROSS_REFERENCES,"Environmental impacts cross-reference the industrial food system"
UPP_016,UPP_018,CROSS_REFERENCES,"Practical strategies and barriers mutually illuminate implementation challenges"
UPP_018,UPP_016,CROSS_REFERENCES,"Understanding barriers cross-references practical reduction strategies"
UPP_006,UPP_014,CROSS_REFERENCES,"Research evidence and personal experiment mutually reinforce understanding of proof"
UPP_014,UPP_006,CROSS_REFERENCES,"Personal experiment cross-references formal research methods"
UPP_001,UPP_002,CONCEPTUAL_CLUSTER,"Defining and classifying UPF belong to foundational concepts cluster"
UPP_002,UPP_001,CONCEPTUAL_CLUSTER,"NOVA classification and UPF definition belong to foundational concepts cluster"
UPP_001,UPP_003,CONCEPTUAL_CLUSTER,"UPF definition and prevalence belong to foundational concepts cluster"
UPP_003,UPP_001,CONCEPTUAL_CLUSTER,"Historical prevalence and UPF definition belong to foundational concepts cluster"
UPP_002,UPP_003,CONCEPTUAL_CLUSTER,"NOVA classification and historical prevalence belong to foundational concepts cluster"
UPP_003,UPP_002,CONCEPTUAL_CLUSTER,"Historical prevalence and NOVA classification belong to foundational concepts cluster"
UPP_004,UPP_005,CONCEPTUAL_CLUSTER,"Engineering and mechanisms belong to biological effects cluster"
UPP_005,UPP_004,CONCEPTUAL_CLUSTER,"Mechanisms and engineering belong to biological effects cluster"
UPP_004,UPP_011,CONCEPTUAL_CLUSTER,"Engineering and human vulnerability belong to biological effects cluster"
UPP_011,UPP_004,CONCEPTUAL_CLUSTER,"Human vulnerability and engineering belong to biological effects cluster"
UPP_005,UPP_011,CONCEPTUAL_CLUSTER,"Mechanisms and human vulnerability belong to biological effects cluster"
UPP_011,UPP_005,CONCEPTUAL_CLUSTER,"Human vulnerability and mechanisms belong to biological effects cluster"
UPP_006,UPP_007,CONCEPTUAL_CLUSTER,"Research evidence and health impacts belong to scientific evidence cluster"
UPP_007,UPP_006,CONCEPTUAL_CLUSTER,"Health impacts and research evidence belong to scientific evidence cluster"
UPP_006,UPP_014,CONCEPTUAL_CLUSTER,"Research methods and personal experiment belong to scientific evidence cluster"
UPP_014,UPP_006,CONCEPTUAL_CLUSTER,"Personal experiment and research methods belong to scientific evidence cluster"
UPP_007,UPP_014,CONCEPTUAL_CLUSTER,"Health impacts and personal experiment belong to scientific evidence cluster"
UPP_014,UPP_007,CONCEPTUAL_CLUSTER,"Personal experiment and health impacts belong to scientific evidence cluster"
UPP_008,UPP_009,CONCEPTUAL_CLUSTER,"Food environment and industry practices belong to systemic factors cluster"
UPP_009,UPP_008,CONCEPTUAL_CLUSTER,"Industry practices and food environment belong to systemic factors cluster"
UPP_008,UPP_010,CONCEPTUAL_CLUSTER,"Food environment and market ecosystem belong to systemic factors cluster"
UPP_010,UPP_008,CONCEPTUAL_CLUSTER,"Market ecosystem and food environment belong to systemic factors cluster"
UPP_009,UPP_010,CONCEPTUAL_CLUSTER,"Industry practices and market ecosystem belong to systemic factors cluster"
UPP_010,UPP_009,CONCEPTUAL_CLUSTER,"Market ecosystem and industry practices belong to systemic factors cluster"
UPP_012,UPP_013,CONCEPTUAL_CLUSTER,"Social impacts and environmental impacts belong to broader consequences cluster"
UPP_013,UPP_012,CONCEPTUAL_CLUSTER,"Environmental impacts and social impacts belong to broader consequences cluster"
UPP_015,UPP_016,CONCEPTUAL_CLUSTER,"Label reading and reduction strategies belong to practical action cluster"
UPP_016,UPP_015,CONCEPTUAL_CLUSTER,"Reduction strategies and label reading belong to practical action cluster"
UPP_016,UPP_017,CONCEPTUAL_CLUSTER,"Personal strategies and policy solutions belong to solutions cluster"
UPP_017,UPP_016,CONCEPTUAL_CLUSTER,"Policy solutions and personal strategies belong to solutions cluster"
UPP_016,UPP_018,CONCEPTUAL_CLUSTER,"Reduction strategies and barriers belong to practical action cluster"
UPP_018,UPP_016,CONCEPTUAL_CLUSTER,"Barriers and reduction strategies belong to practical action cluster"
UPP_017,UPP_018,CONCEPTUAL_CLUSTER,"Policy solutions and equity barriers belong to solutions cluster"
UPP_018,UPP_017,CONCEPTUAL_CLUSTER,"Equity barriers and policy solutions belong to solutions cluster"
UPP_016,UPP_001,SYNTHESIZES,"Practical reduction strategies synthesize understanding of UPF definition"
UPP_016,UPP_015,SYNTHESIZES,"Practical reduction strategies synthesize label reading skills"
UPP_016,UPP_007,SYNTHESIZES,"Practical reduction strategies synthesize knowledge of health impacts"
UPP_016,UPP_008,SYNTHESIZES,"Practical reduction strategies synthesize understanding of food environment"
UPP_017,UPP_007,SYNTHESIZES,"Policy solutions synthesize understanding of health impacts"
UPP_017,UPP_008,SYNTHESIZES,"Policy solutions synthesize understanding of food environment"
UPP_017,UPP_009,SYNTHESIZES,"Policy solutions synthesize understanding of industry practices"
UPP_017,UPP_010,SYNTHESIZES,"Policy solutions synthesize understanding of market ecosystem"
UPP_018,UPP_008,SYNTHESIZES,"Equity considerations synthesize understanding of food environment"
UPP_018,UPP_012,SYNTHESIZES,"Equity considerations synthesize understanding of social impacts"
UPP_018,UPP_016,SYNTHESIZES,"Equity considerations synthesize practical reduction strategies"
UPP_010,UPP_008,SYNTHESIZES,"Market ecosystem understanding synthesizes food environment knowledge"
UPP_010,UPP_009,SYNTHESIZES,"Market ecosystem understanding synthesizes industry practices knowledge"
UPP_010,UPP_004,SYNTHESIZES,"Market ecosystem understanding synthesizes product engineering knowledge"
UPP_007,UPP_005,SYNTHESIZES,"Health impacts synthesize understanding of biological mechanisms"
UPP_007,UPP_011,SYNTHESIZES,"Health impacts synthesize understanding of human vulnerability"
UPP_015,UPP_001,SPECIALIZES,"Label reading is a specific application of UPF definition principles"
UPP_015,UPP_002,SPECIALIZES,"Label reading is a specific application of NOVA classification"
UPP_014,UPP_006,SPECIALIZES,"Personal experiment is a specific instance of research methodology"
UPP_009,UPP_010,SPECIALIZES,"Industry practices are specific manifestations of market ecosystem dynamics"
UPP_016,UPP_018,SPECIALIZES,"Practical strategies are specific implementations that reveal equity barriers"
UPP_005,UPP_011,SPECIALIZES,"Specific mechanisms are manifestations of general biological vulnerability"
UPP_012,UPP_010,SPECIALIZES,"Social impacts are specific consequences of the industrial food system"
UPP_013,UPP_010,SPECIALIZES,"Environmental impacts are specific consequences of the industrial food system"
