:START_ID,:END_ID,:TYPE,description:string
llm_progressive_learning,LLM_005,CONTAINS,"LLM Progressive Learning Path contains LLM Development Pipeline"
llm_progressive_learning,LLM_006,CONTAINS,"LLM Progressive Learning Path contains Model Types and Architectures"
llm_progressive_learning,LLM_007,CONTAINS,"LLM Progressive Learning Path contains LLM Interaction and Prompt Engineering"
llm_progressive_learning,LLM_008,CONTAINS,"LLM Progressive Learning Path contains Evaluating and Validating LLM Performance"
llm_progressive_learning,LLM_009,CONTAINS,"LLM Progressive Learning Path contains Understanding LLM Limitations and Failure Modes"
llm_progressive_learning,LLM_010,CONTAINS,"LLM Progressive Learning Path contains Data and Training Considerations"
llm_progressive_learning,LLM_011,CONTAINS,"LLM Progressive Learning Path contains Ethical AI: Bias Privacy and Responsible Development"
llm_progressive_learning,LLM_012,CONTAINS,"LLM Progressive Learning Path contains AI Governance and Implementation"
LLM_001,LLM_002,PREREQUISITE,"Foundations of AI are prerequisite for NLP fundamentals"
LLM_002,LLM_003,PREREQUISITE,"NLP fundamentals are prerequisite for neural networks"
