:START_ID,:END_ID,:TYPE,description:string
MLBEG_007,MLBEG_003,CROSS_REFERENCES,"Data preparation cross-references data splitting regarding leakage prevention"
MLBEG_004,MLBEG_005,CROSS_REFERENCES,"Overfitting concepts cross-reference evaluation metrics for detecting poor generalization"
MLBEG_005,MLBEG_004,CROSS_REFERENCES,"Evaluation metrics cross-reference overfitting through training vs test performance"
MLBEG_006,MLBEG_005,CROSS_REFERENCES,"Iterative development cross-references evaluation metrics for validation-based decisions"
MLBEG_005,MLBEG_006,CROSS_REFERENCES,"Evaluation metrics cross-reference iterative development for measuring improvements"
MLBEG_008,MLBEG_006,CROSS_REFERENCES,"Algorithm selection cross-references iterative development for experimentation approach"
MLBEG_006,MLBEG_008,CROSS_REFERENCES,"Iterative development cross-references algorithm selection as an improvement lever"
MLBEG_009,MLBEG_005,CROSS_REFERENCES,"Ethical considerations cross-reference evaluation metrics for fairness measurement"
MLBEG_005,MLBEG_009,CROSS_REFERENCES,"Evaluation metrics cross-reference ethical considerations regarding bias detection"
MLBEG_003,MLBEG_004,CONCEPTUAL_CLUSTER,"Data splitting and overfitting belong to model validation cluster"
MLBEG_004,MLBEG_003,CONCEPTUAL_CLUSTER,"Overfitting and data splitting belong to model validation cluster"
MLBEG_004,MLBEG_005,CONCEPTUAL_CLUSTER,"Overfitting and evaluation metrics belong to model validation cluster"
MLBEG_005,MLBEG_004,CONCEPTUAL_CLUSTER,"Evaluation metrics and overfitting belong to model validation cluster"
MLBEG_003,MLBEG_005,CONCEPTUAL_CLUSTER,"Data splitting and evaluation metrics belong to model validation cluster"
MLBEG_005,MLBEG_003,CONCEPTUAL_CLUSTER,"Evaluation metrics and data splitting belong to model validation cluster"
MLBEG_007,MLBEG_010,CONCEPTUAL_CLUSTER,"Data preparation and programming tools belong to practical implementation cluster"
MLBEG_010,MLBEG_007,CONCEPTUAL_CLUSTER,"Programming tools and data preparation belong to practical implementation cluster"
MLBEG_006,MLBEG_001,SYNTHESIZES,"Iterative ML development cycle synthesizes the fundamental ML workflow concept"
MLBEG_006,MLBEG_004,SYNTHESIZES,"Iterative development cycle synthesizes overfitting prevention strategies"
MLBEG_006,MLBEG_005,SYNTHESIZES,"Iterative development cycle synthesizes evaluation metrics for validation"
MLBEG_006,MLBEG_007,SYNTHESIZES,"Iterative development cycle synthesizes data preparation as an improvement lever"
MLBEG_009,MLBEG_001,SYNTHESIZES,"Real-world applications and limitations synthesize when ML is appropriate to use"
MLBEG_009,MLBEG_004,SYNTHESIZES,"Ethical considerations synthesize generalization and bias in model performance"
MLBEG_008,MLBEG_002,SPECIALIZES,"Specific algorithm families specialize the general concept of supervised learning"
MLBEG_005,MLBEG_002,SPECIALIZES,"Specific evaluation metrics specialize the general concept of model predictions and labels"
MLBEG_007,MLBEG_002,SPECIALIZES,"Data preparation techniques specialize the general concept of features in supervised learning"
