:START_ID,:END_ID,:TYPE,description:string
CKD01_006,CKD01_012,PREREQUISITE,"Understanding RAAS blockade monitoring is prerequisite for comprehensive medication safety management"
CKD01_012,CKD01_013,PREREQUISITE,"Understanding nephrotoxic medications is prerequisite for developing sick day management plans"
CKD01_001,CKD01_020,ALLOWS_UNDERSTANDING_OF,"Understanding diagnostic criteria allows recognition of acute deviations requiring urgent assessment"
CKD01_004,CKD01_006,ALLOWS_UNDERSTANDING_OF,"Understanding staging allows appropriate targeting of RAAS blockade to high-risk albuminuria categories"
CKD01_005,CKD01_009,ALLOWS_UNDERSTANDING_OF,"Understanding blood pressure management allows comprehensive cardiovascular risk reduction"
CKD01_006,CKD01_007,ALLOWS_UNDERSTANDING_OF,"Understanding RAAS blockade principles allows integration of SGLT2 inhibitors in treatment regimens"
CKD01_010,CKD01_017,ALLOWS_UNDERSTANDING_OF,"Understanding lifestyle modifications allows effective patient education and self-management support"
CKD01_011,CKD01_014,ALLOWS_UNDERSTANDING_OF,"Understanding monitoring parameters allows early detection and management of CKD complications"
CKD01_014,CKD01_015,ALLOWS_UNDERSTANDING_OF,"Understanding complications management allows recognition of situations requiring specialist input"
CKD01_015,CKD01_016,ALLOWS_UNDERSTANDING_OF,"Understanding referral timing allows appropriate preparation for renal replacement therapy discussions"
CKD01_004,CKD01_017,ALLOWS_UNDERSTANDING_OF,"Understanding staging allows meaningful patient education about disease severity and prognosis"
CKD01_012,CKD01_020,ALLOWS_UNDERSTANDING_OF,"Understanding medication safety allows recognition of drug-related acute kidney injury red flags"
CKD01_001,CKD01_002,DIFFICULTY_PROGRESSION,"Foundational diagnostic concepts progress to population-based screening strategies"
CKD01_002,CKD01_003,DIFFICULTY_PROGRESSION,"Screening principles progress to practical implementation of Kidney Health Checks"
CKD01_003,CKD01_004,DIFFICULTY_PROGRESSION,"Basic testing progresses to comprehensive staging classification system"
CKD01_004,CKD01_005,DIFFICULTY_PROGRESSION,"Staging knowledge progresses to stage-specific blood pressure management"
CKD01_005,CKD01_006,DIFFICULTY_PROGRESSION,"General blood pressure management progresses to specialized RAAS blockade therapy"
CKD01_006,CKD01_007,DIFFICULTY_PROGRESSION,"First-line RAAS therapy progresses to advanced SGLT2 inhibitor and GLP-1 agonist use"
CKD01_010,CKD01_008,DIFFICULTY_PROGRESSION,"General lifestyle modifications progress to complex glycaemic management in CKD"
CKD01_005,CKD01_009,DIFFICULTY_PROGRESSION,"Blood pressure control progresses to comprehensive lipid and cardiovascular risk management"
CKD01_011,CKD01_014,DIFFICULTY_PROGRESSION,"Routine monitoring progresses to managing complex CKD complications"
CKD01_014,CKD01_015,DIFFICULTY_PROGRESSION,"Managing complications progresses to recognizing need for specialist nephrology input"
CKD01_015,CKD01_016,DIFFICULTY_PROGRESSION,"Referral decisions progress to understanding advanced renal replacement therapy options"
CKD01_010,CKD01_017,DIFFICULTY_PROGRESSION,"Basic lifestyle advice progresses to comprehensive patient education and culturally safe care"
CKD01_006,CKD01_018,DIFFICULTY_PROGRESSION,"Standard RAAS therapy progresses to specialized pregnancy considerations and teratogenicity"
CKD01_011,CKD01_019,DIFFICULTY_PROGRESSION,"Routine monitoring progresses to specialized vaccination and infection prevention strategies"
CKD01_012,CKD01_013,DIFFICULTY_PROGRESSION,"General medication safety progresses to complex sick day management protocols"
CKD01_013,CKD01_020,DIFFICULTY_PROGRESSION,"Sick day management progresses to recognizing acute red flags requiring urgent intervention"
CKD01_002,CKD01_017,CROSS_REFERENCES,"Screening strategies cross-reference patient education for culturally appropriate care delivery"
CKD01_017,CKD01_002,CROSS_REFERENCES,"Patient education cross-references screening to engage at-risk populations effectively"
CKD01_005,CKD01_006,CROSS_REFERENCES,"Blood pressure management cross-references RAAS blockade as primary therapeutic strategy"
CKD01_006,CKD01_005,CROSS_REFERENCES,"RAAS blockade cross-references blood pressure targets for optimal implementation"
CKD01_006,CKD01_013,CROSS_REFERENCES,"RAAS blockade cross-references sick day management for temporary medication cessation"
CKD01_013,CKD01_006,CROSS_REFERENCES,"Sick day management cross-references RAAS blockade as key medication requiring cessation"
CKD01_012,CKD01_013,CROSS_REFERENCES,"Medication safety cross-references sick day protocols for comprehensive nephrotoxin avoidance"
CKD01_013,CKD01_012,CROSS_REFERENCES,"Sick day management cross-references medication safety for temporary cessation decisions"
CKD01_007,CKD01_013,CROSS_REFERENCES,"SGLT2 inhibitor management cross-references sick day protocols for temporary cessation"
CKD01_013,CKD01_007,CROSS_REFERENCES,"Sick day management cross-references SGLT2 inhibitors as medications requiring cessation"
CKD01_011,CKD01_020,CROSS_REFERENCES,"Monitoring parameters cross-reference red flags for detecting urgent clinical deterioration"
CKD01_020,CKD01_011,CROSS_REFERENCES,"Red flags cross-reference monitoring to identify acute deviations from baseline parameters"
CKD01_014,CKD01_020,CROSS_REFERENCES,"Complications management cross-references red flags for severe presentations requiring urgent care"
CKD01_020,CKD01_014,CROSS_REFERENCES,"Red flags cross-reference complications as severe manifestations requiring immediate intervention"
CKD01_015,CKD01_020,CROSS_REFERENCES,"Referral indications cross-reference red flags as urgent reasons for specialist assessment"
CKD01_020,CKD01_015,CROSS_REFERENCES,"Red flags cross-reference referral pathways for appropriate urgent specialist involvement"
CKD01_001,CKD01_002,CONCEPTUAL_CLUSTER,"Diagnosis and screening form the foundational assessment cluster"
CKD01_002,CKD01_003,CONCEPTUAL_CLUSTER,"Screening and health checks form the foundational assessment cluster"
CKD01_001,CKD01_003,CONCEPTUAL_CLUSTER,"Diagnosis and health checks form the foundational assessment cluster"
CKD01_003,CKD01_004,CONCEPTUAL_CLUSTER,"Health checks and staging form the foundational assessment cluster"
CKD01_001,CKD01_004,CONCEPTUAL_CLUSTER,"Diagnosis and staging form the foundational assessment cluster"
CKD01_005,CKD01_006,CONCEPTUAL_CLUSTER,"Blood pressure and RAAS blockade form the cardiovascular management cluster"
CKD01_006,CKD01_007,CONCEPTUAL_CLUSTER,"RAAS blockade and SGLT2 inhibitors form the cardiovascular management cluster"
CKD01_005,CKD01_009,CONCEPTUAL_CLUSTER,"Blood pressure and lipid management form the cardiovascular management cluster"
CKD01_006,CKD01_009,CONCEPTUAL_CLUSTER,"RAAS blockade and lipid management form the cardiovascular management cluster"
CKD01_007,CKD01_008,CONCEPTUAL_CLUSTER,"SGLT2 inhibitors and glycaemic management form the diabetes-CKD management cluster"
CKD01_012,CKD01_013,CONCEPTUAL_CLUSTER,"Medication safety and sick day management form the medication management cluster"
CKD01_006,CKD01_012,CONCEPTUAL_CLUSTER,"RAAS monitoring and medication safety form the medication management cluster"
CKD01_007,CKD01_012,CONCEPTUAL_CLUSTER,"SGLT2 inhibitors and medication safety form the medication management cluster"
CKD01_011,CKD01_014,CONCEPTUAL_CLUSTER,"Monitoring and complications form the surveillance and complication management cluster"
CKD01_014,CKD01_015,CONCEPTUAL_CLUSTER,"Complications and referral indications form the advanced care coordination cluster"
CKD01_015,CKD01_016,CONCEPTUAL_CLUSTER,"Referral and renal replacement therapy form the advanced care coordination cluster"
CKD01_010,CKD01_017,CONCEPTUAL_CLUSTER,"Lifestyle modifications and patient education form the patient empowerment cluster"
CKD01_017,CKD01_018,CONCEPTUAL_CLUSTER,"Patient education and pregnancy considerations form the special populations cluster"
CKD01_017,CKD01_019,CONCEPTUAL_CLUSTER,"Patient education and vaccination form the preventive care cluster"
CKD01_013,CKD01_020,CONCEPTUAL_CLUSTER,"Sick day management and red flags form the acute deterioration recognition cluster"
CKD01_016,CKD01_017,SYNTHESIZES,"Renal replacement therapy discussions synthesize foundational patient education principles"
CKD01_015,CKD01_011,SYNTHESIZES,"Referral decisions synthesize monitoring parameters and trends over time"
CKD01_015,CKD01_014,SYNTHESIZES,"Referral indications synthesize recognition of uncontrolled complications"
CKD01_014,CKD01_011,SYNTHESIZES,"Complications management synthesizes monitoring parameters for early detection"
CKD01_013,CKD01_012,SYNTHESIZES,"Sick day management synthesizes medication safety knowledge for temporary cessation"
CKD01_013,CKD01_006,SYNTHESIZES,"Sick day protocols synthesize RAAS blockade management principles"
CKD01_020,CKD01_011,SYNTHESIZES,"Red flag recognition synthesizes monitoring parameters to identify critical deviations"
CKD01_020,CKD01_014,SYNTHESIZES,"Red flags synthesize complications knowledge to recognize severe presentations"
CKD01_017,CKD01_004,SYNTHESIZES,"Patient education synthesizes staging knowledge for meaningful communication"
CKD01_017,CKD01_010,SYNTHESIZES,"Patient education synthesizes lifestyle modifications for self-management support"
CKD01_018,CKD01_006,SYNTHESIZES,"Pregnancy management synthesizes RAAS blockade knowledge for teratogenicity awareness"
CKD01_009,CKD01_005,SYNTHESIZES,"Cardiovascular risk reduction synthesizes blood pressure management as key component"
CKD01_007,CKD01_004,SPECIALIZES,"SGLT2 inhibitor indications specialize CKD staging for targeted therapy selection"
CKD01_008,CKD01_004,SPECIALIZES,"Glycaemic management specializes CKD staging for medication dose adjustment"
CKD01_006,CKD01_005,SPECIALIZES,"RAAS blockade specializes blood pressure management for albuminuric CKD"
CKD01_018,CKD01_012,SPECIALIZES,"Pregnancy considerations specialize medication safety for reproductive-age women"
CKD01_019,CKD01_011,SPECIALIZES,"Vaccination strategies specialize monitoring by adding preventive care parameters"
CKD01_013,CKD01_012,SPECIALIZES,"Sick day management specializes medication safety for acute illness scenarios"
CKD01_020,CKD01_015,SPECIALIZES,"Red flags specialize referral indications as urgent presentations"
CKD01_016,CKD01_015,SPECIALIZES,"Renal replacement therapy specializes referral by defining advanced care options"
